2021-03-11 04:47:30,756 INFO    MainThread:6668 [internal.py:wandb_internal():91] W&B internal server running at pid: 6668, started at: 2021-03-11 04:47:30.751934
2021-03-11 04:47:30,758 DEBUG   HandlerThread:6668 [handler.py:handle_request():101] handle_request: check_version
2021-03-11 04:47:30,758 INFO    WriterThread:6668 [datastore.py:open_for_write():77] open: C:\Users\Arnesh Kumar Bose\Desktop\CS6910 Assignments\wandb\run-20210311_044729-5guei0h0\run-5guei0h0.wandb
2021-03-11 04:47:30,759 DEBUG   SenderThread:6668 [sender.py:send():122] send: header
2021-03-11 04:47:30,760 DEBUG   SenderThread:6668 [sender.py:send():122] send: request
2021-03-11 04:47:30,760 DEBUG   SenderThread:6668 [sender.py:send_request():131] send_request: check_version
2021-03-11 04:47:31,049 DEBUG   SenderThread:6668 [sender.py:send():122] send: run
2021-03-11 04:47:31,518 INFO    SenderThread:6668 [sender.py:_start_run_threads():599] run started: 5guei0h0 with start time 1615418249
2021-03-11 04:47:31,518 DEBUG   SenderThread:6668 [sender.py:send():122] send: summary
2021-03-11 04:47:31,519 DEBUG   HandlerThread:6668 [handler.py:handle_request():101] handle_request: run_start
2021-03-11 04:47:31,520 INFO    SenderThread:6668 [sender.py:_save_file():730] saving file wandb-summary.json with policy end
2021-03-11 04:47:34,466 DEBUG   HandlerThread:6668 [meta.py:__init__():34] meta init
2021-03-11 04:47:34,466 DEBUG   HandlerThread:6668 [meta.py:__init__():48] meta init done
2021-03-11 04:47:34,467 DEBUG   HandlerThread:6668 [meta.py:probe():190] probe
2021-03-11 04:47:34,602 DEBUG   HandlerThread:6668 [meta.py:_save_pip():52] save pip
2021-03-11 04:47:34,603 DEBUG   HandlerThread:6668 [meta.py:_save_pip():66] save pip done
2021-03-11 04:47:34,603 DEBUG   HandlerThread:6668 [meta.py:probe():231] probe done
2021-03-11 04:47:34,610 DEBUG   SenderThread:6668 [sender.py:send():122] send: files
2021-03-11 04:47:34,610 INFO    SenderThread:6668 [sender.py:_save_file():730] saving file wandb-metadata.json with policy now
2021-03-11 04:47:34,633 DEBUG   HandlerThread:6668 [handler.py:handle_request():101] handle_request: status
2021-03-11 04:47:34,634 DEBUG   SenderThread:6668 [sender.py:send():122] send: request
2021-03-11 04:47:34,634 DEBUG   SenderThread:6668 [sender.py:send_request():131] send_request: status
2021-03-11 04:47:38,713 DEBUG   SenderThread:6668 [sender.py:send():122] send: stats
2021-03-11 04:47:44,136 DEBUG   SenderThread:6668 [sender.py:send():122] send: stats
2021-03-11 04:47:49,540 DEBUG   SenderThread:6668 [sender.py:send():122] send: stats
2021-03-11 04:47:51,193 DEBUG   HandlerThread:6668 [handler.py:handle_request():101] handle_request: status
2021-03-11 04:47:51,193 DEBUG   SenderThread:6668 [sender.py:send():122] send: request
2021-03-11 04:47:51,193 DEBUG   SenderThread:6668 [sender.py:send_request():131] send_request: status
2021-03-11 04:47:54,970 DEBUG   SenderThread:6668 [sender.py:send():122] send: stats
2021-03-11 04:48:00,421 DEBUG   SenderThread:6668 [sender.py:send():122] send: stats
2021-03-11 04:48:06,348 DEBUG   SenderThread:6668 [sender.py:send():122] send: stats
2021-03-11 04:48:06,650 DEBUG   HandlerThread:6668 [handler.py:handle_request():101] handle_request: status
2021-03-11 04:48:06,650 DEBUG   SenderThread:6668 [sender.py:send():122] send: request
2021-03-11 04:48:06,651 DEBUG   SenderThread:6668 [sender.py:send_request():131] send_request: status
2021-03-11 04:48:11,952 DEBUG   SenderThread:6668 [sender.py:send():122] send: stats
2021-03-11 04:48:17,605 DEBUG   SenderThread:6668 [sender.py:send():122] send: stats
2021-03-11 04:48:22,213 DEBUG   HandlerThread:6668 [handler.py:handle_request():101] handle_request: status
2021-03-11 04:48:22,214 DEBUG   SenderThread:6668 [sender.py:send():122] send: request
2021-03-11 04:48:22,214 DEBUG   SenderThread:6668 [sender.py:send_request():131] send_request: status
2021-03-11 04:48:23,334 DEBUG   SenderThread:6668 [sender.py:send():122] send: stats
2021-03-11 04:48:28,805 DEBUG   SenderThread:6668 [sender.py:send():122] send: stats
2021-03-11 04:48:34,493 DEBUG   SenderThread:6668 [sender.py:send():122] send: stats
2021-03-11 04:48:37,697 DEBUG   HandlerThread:6668 [handler.py:handle_request():101] handle_request: status
2021-03-11 04:48:37,697 DEBUG   SenderThread:6668 [sender.py:send():122] send: request
2021-03-11 04:48:37,698 DEBUG   SenderThread:6668 [sender.py:send_request():131] send_request: status
2021-03-11 04:48:39,973 DEBUG   SenderThread:6668 [sender.py:send():122] send: stats
2021-03-11 04:48:45,472 DEBUG   SenderThread:6668 [sender.py:send():122] send: stats
2021-03-11 04:48:50,963 DEBUG   SenderThread:6668 [sender.py:send():122] send: stats
2021-03-11 04:48:53,151 DEBUG   HandlerThread:6668 [handler.py:handle_request():101] handle_request: status
2021-03-11 04:48:53,151 DEBUG   SenderThread:6668 [sender.py:send():122] send: request
2021-03-11 04:48:53,152 DEBUG   SenderThread:6668 [sender.py:send_request():131] send_request: status
2021-03-11 04:48:56,435 DEBUG   SenderThread:6668 [sender.py:send():122] send: stats
2021-03-11 04:49:01,920 DEBUG   SenderThread:6668 [sender.py:send():122] send: stats
2021-03-11 04:49:07,413 DEBUG   SenderThread:6668 [sender.py:send():122] send: stats
2021-03-11 04:49:08,618 DEBUG   HandlerThread:6668 [handler.py:handle_request():101] handle_request: status
2021-03-11 04:49:08,618 DEBUG   SenderThread:6668 [sender.py:send():122] send: request
2021-03-11 04:49:08,619 DEBUG   SenderThread:6668 [sender.py:send_request():131] send_request: status
2021-03-11 04:49:10,278 DEBUG   SenderThread:6668 [sender.py:send():122] send: history
2021-03-11 04:49:10,279 DEBUG   SenderThread:6668 [sender.py:send():122] send: summary
2021-03-11 04:49:10,280 INFO    SenderThread:6668 [sender.py:_save_file():730] saving file wandb-summary.json with policy end
2021-03-11 04:49:12,900 DEBUG   SenderThread:6668 [sender.py:send():122] send: stats
